imageid,productid,left_border,right_border,top_border,bottom_border,real_width,real_height
1143993029,2465066821,75,424,10,492,349,482
1313314466,4197664355,37,496,41,442,459,401
1027855874,577058323,178,318,180,296,140,116
1176503908,2958499829,33,473,104,391,440,287
1100070224,1711734749,110,383,54,451,273,397
1261366416,3898715640,33,470,114,325,437,211
1266617725,3939114575,0,499,33,466,499,433
1238731559,3728225868,67,432,0,499,365,499
830617937,54615061,69,429,0,499,360,499
1249535292,3819982149,130,369,170,329,239,159
1273153761,3993171186,50,327,220,361,277,141
1176099449,2954029689,16,464,7,385,448,378
1275406828,4003976372,56,499,61,499,443,438
939617834,181653600,0,499,73,426,499,353
1248849029,3817903618,45,479,110,379,434,269
1249534919,3819979847,25,466,146,350,441,204
1046008555,440915205,15,487,126,379,472,253
937630677,179626792,63,478,62,440,415,378
1048479622,935525225,0,499,62,436,499,374
1240579585,3748050120,116,411,35,458,295,423
1252627187,3850328336,0,499,154,436,499,282
1100251351,94059432,38,473,173,319,435,146
1258921044,3887578455,29,466,61,472,437,411
922170765,170807794,225,258,107,394,33,287
1077618171,1376274167,134,364,31,471,230,440
1277781494,4026082213,123,371,5,490,248,485
1249521617,3819786249,0,499,0,499,499,499
1302679604,4107074380,88,406,105,370,318,265
1192169096,3122812606,71,431,239,486,360,247
1276022362,4010224168,0,499,0,499,499,499
1032089797,616389715,87,411,23,476,324,453
1089117854,1548499009,145,354,100,399,209,299
1323307088,4231696166,0,499,0,499,499,499
1251592732,3844081429,127,374,163,351,247,188
1096607356,1657064058,31,466,131,373,435,242
1008157261,436074675,150,349,106,393,199,287
913908081,158328789,32,466,0,499,434,499
1033586576,656073108,61,437,0,499,376,499
1275679547,4006528770,202,302,70,431,100,361
1318413041,4218867607,25,475,107,420,450,313
971427605,262164051,5,495,35,463,490,428
935085376,193943628,0,499,62,436,499,374
1261419746,3898725536,68,456,39,466,388,427
1267252787,3939519868,18,483,27,483,465,456
1196308407,579676876,179,320,150,349,141,199
857823292,86762091,192,307,160,339,115,179
1144417549,179372966,48,391,63,425,343,362
1229616018,3625752106,0,499,41,458,499,417
1299263748,4141570572,48,448,40,460,400,420
995972715,304508263,79,419,0,499,340,499
1078177201,1395203477,9,466,83,415,457,332
1323959998,4232365042,198,220,342,370,22,28
1089390905,501329347,156,342,100,399,186,299
1100774941,1740248331,71,428,0,499,357,499
1301483658,4152256986,208,292,183,312,84,129
1310425842,4181902609,0,499,0,499,499,499
1301290284,4151317465,0,499,62,436,499,374
1282286434,4055997948,69,430,21,479,361,458
1307776613,4172824137,2,499,27,499,497,472
1301298732,4150974751,0,499,0,499,499,499
1318462050,963074214,88,411,107,421,323,314
1127501933,2123765782,71,426,0,499,355,499
1304608469,3603998589,93,405,0,499,312,499
959846005,233920160,110,404,163,336,294,173
1288111679,4079556667,33,478,44,437,445,393
1139931431,1642341335,153,346,122,391,193,269
1162595983,2700272729,10,491,81,419,481,338
894107057,141690614,0,499,62,436,499,374
1276754523,4016001826,0,499,0,499,499,499
1181575884,3003639672,53,446,39,464,393,425
1191034532,3101161099,129,395,205,397,266,192
1205825839,3312189762,132,415,22,447,283,425
1299816067,4143422647,3,423,89,499,420,410
1313683383,4199858693,33,468,48,449,435,401
1277493144,4019796093,0,499,0,499,499,499
1281198997,4046997667,122,353,20,475,231,455
1249535476,3819982767,183,342,133,366,159,233
1243385319,3773726452,29,472,131,471,443,340
858986004,93797820,69,430,0,499,361,499
1136963636,2336083846,55,447,69,437,392,368
1276831281,4017266714,47,429,118,372,382,254
1282564548,4057547862,117,353,76,476,236,400
1094787208,1628254259,84,414,0,499,330,499
871517275,116264687,157,343,115,384,186,269
897033831,142988004,0,499,62,436,499,374
1204249116,3287289583,77,422,14,484,345,470
1082568588,1470123709,151,347,100,399,196,299
1316122452,4200871697,0,494,27,499,494,472
975100545,272656456,0,499,0,499,499,499
972843445,266630937,72,426,0,497,354,497
869255403,113152256,68,431,1,499,363,498
1026362047,562981305,66,432,0,499,366,499
1190252155,2647272608,112,388,111,387,276,276
1295471234,504216921,62,436,0,499,374,499
995112339,302965676,72,427,0,499,355,499
1277507004,4019799503,0,484,5,499,484,494
933236121,190093179,89,408,21,478,319,457
1065258818,285282971,161,338,100,399,177,299
1320613382,4224637393,0,499,0,499,499,499
971423336,262158941,151,356,149,352,205,203
1316141437,4200873470,0,499,62,436,499,374
1111040611,1908564841,7,491,67,449,484,382
1307876142,4173008577,0,499,0,499,499,499
1174591726,2940640148,47,460,50,457,413,407
978995118,280940114,10,489,10,489,479,479
1278560401,4035896678,33,343,8,484,310,476
1224128243,3521202984,3,495,80,386,492,306
1325230077,4240794050,0,499,0,499,499,499
1269057262,3955088272,0,499,0,499,499,499
1251300035,3840046659,33,460,163,366,427,203
1287887524,4079551929,0,499,0,499,499,499
1313721917,4197831194,40,459,0,499,419,499
1268021881,3944543323,36,455,112,428,419,316
1298930445,4139510246,46,457,15,468,411,453
1050196045,962149756,173,341,158,331,168,173
977706470,278422865,74,425,3,499,351,496
1188596814,3069163422,0,499,0,499,499,499
1146536125,2465052035,143,356,244,337,213,93
1123965137,2066145815,150,349,100,399,199,299
1237053027,3608438184,105,393,0,499,288,499
1304144920,4160953329,106,388,51,463,282,412
1241429765,3756678136,200,296,219,312,96,93
1283677514,4061597669,51,417,103,478,366,375
1265206872,3929890053,20,485,33,479,465,446
1192191953,3123116351,68,432,22,488,364,466
1188462946,3065096168,0,499,62,436,499,374
1205825853,3312189770,183,316,0,499,133,499
1234714603,3689317474,48,421,66,443,373,377
1287036937,4076936215,131,368,0,499,237,499
1241390917,3756522856,197,306,192,311,109,119
1257118670,3878712905,62,436,0,499,374,499
1292280294,4108382189,63,435,57,410,372,353
1257686689,3881724740,0,499,0,497,499,497
1306868497,4167094024,0,499,0,499,499,499
1244326363,3782771615,0,499,126,436,499,310
1166709800,2823853941,7,467,144,350,460,206
1292018841,4105727973,0,403,40,472,403,432
876168360,83638863,74,424,0,499,350,499
876031196,64388089,94,404,0,499,310,499
1239449283,304134009,16,459,171,378,443,207
1260336013,3893242987,79,365,157,394,286,237
1258966671,3887593347,54,422,105,455,368,350
1262858155,3911705375,0,499,62,436,499,374
340743046,48133710,68,431,0,499,363,499
1266060387,3929343576,0,499,62,436,499,374
1269898844,3961179175,70,433,53,446,363,393
1146385019,2092787511,30,471,68,429,441,361
1234768145,3690228595,61,445,49,465,384,416
1145068758,2491686155,0,499,80,419,499,339
1056219531,1071052652,85,413,14,499,328,485
1013557514,468002357,352,353,117,346,1,229
1316106270,4200869731,101,394,35,348,293,313
1240948169,3751572834,87,404,170,358,317,188
1075760005,1352145681,76,427,78,434,351,356
1007737479,435135482,100,399,64,449,299,385
1007376805,416644571,58,440,0,499,382,499
1211994420,3410571450,79,419,0,499,340,499
1032655113,623755413,62,436,0,499,374,499
1301290557,4150972860,137,393,82,432,256,350
1174585686,2940638530,140,364,151,327,224,176
1169935358,2888059468,0,499,0,499,499,499
1181497713,2799106898,26,488,67,429,462,362
1091916206,1573142020,139,360,196,347,221,151
1265207808,3929890085,8,499,0,499,491,499
1260228608,3894915658,42,450,57,452,408,395
1313759647,4200226245,144,365,18,486,221,468
1246302195,3798145304,0,499,62,436,499,374
1307816513,4172826796,24,499,10,493,475,483
103090030,3250129,68,431,0,499,363,499
972674890,265750252,68,431,0,499,363,499
1275215460,4004106097,0,499,86,499,499,413
1016428428,498871911,87,419,10,494,332,484
1269581303,3959992097,172,328,252,466,156,214
1201892733,3246168382,7,499,76,425,492,349
1284473423,4065537394,38,435,72,463,397,391
216642330,6353993,0,499,114,385,499,271
1276062082,4010225450,87,499,99,414,412,315
1316990844,4210982278,82,397,67,432,315,365
1313521719,4199252384,0,405,85,475,405,390
1302198171,4153247409,0,499,0,499,499,499
1007542664,435059638,69,430,0,499,361,499
1273745623,3992784123,33,444,70,463,411,393
1043227044,849040382,61,445,32,467,384,435
1229217705,3622940036,32,467,0,499,435,499
1219583324,3526562088,62,436,0,499,374,499
1051813262,981628137,0,489,62,436,489,374
1017247369,407719718,190,309,160,339,119,179
1306618679,4168967513,10,490,18,469,480,451
1248028759,3811653972,0,499,161,338,499,177
1008328817,436988726,78,421,0,499,343,499
1082759583,1466114648,105,395,60,412,290,352
1318777798,4217852204,0,499,0,499,499,499
1248641538,3816940114,4,493,70,449,489,379
1040343041,811704941,196,304,153,342,108,189
1082888826,1471288764,0,499,0,499,499,499
1320030452,4215332756,18,479,81,389,461,308
1236324876,3707218858,0,499,0,499,499,499
1192175601,3120179855,52,484,149,435,432,286
1258501633,3885602501,146,442,11,442,296,431
1248328302,3814340023,56,446,20,490,390,470
1207666526,3344215767,15,449,39,435,434,396
1308995567,4178793373,0,499,83,416,499,333
934202824,108336013,0,499,62,436,499,374
1009189834,440300495,199,301,69,410,102,341
1276766996,4016006616,0,499,0,499,499,499
891738079,138463187,145,354,100,398,209,298
1008182324,436099978,150,349,122,377,199,255
1196814076,3199157945,0,499,0,499,499,499
1226405702,3591581798,0,499,142,436,499,294
1308837861,284987202,100,399,49,449,299,400
1111381992,1911182085,142,383,121,434,241,313
1038018276,744085075,0,499,0,499,499,499
1274881123,4001430096,63,437,1,499,374,498
1174592363,2940640307,82,422,22,480,340,458
916937546,162142870,81,418,0,499,337,499
1186686523,3030673485,155,343,119,380,188,261
933515661,190715215,0,499,62,436,499,374
1101141489,1751081810,0,499,62,436,499,374
1007858770,435268564,73,425,13,494,352,481
1101829051,1782200557,50,448,0,499,398,499
1254731850,3864840151,69,433,131,355,364,224
1255073922,3867306008,32,477,63,464,445,401
1243659075,3775275167,0,499,62,436,499,374
987444233,294322760,44,401,0,499,357,499
981725796,196717068,0,499,62,436,499,374
1192052777,3120607052,68,432,22,488,364,466
1091539716,445118263,139,359,100,399,220,299
1176504916,2958500908,46,435,161,433,389,272
1101389831,1757368919,99,376,151,369,277,218
1169148193,2871608736,0,499,82,416,499,334
1318344077,229965581,66,431,6,493,365,487
1047898443,933967167,0,499,62,436,499,374
1324194568,4236297661,66,441,19,483,375,464
1043841428,853456184,26,481,62,434,455,372
1062525956,1116132003,0,499,52,447,499,395
1291751525,99078658,91,407,0,499,316,499
1225663466,3460743974,130,347,165,367,217,202
1305150106,4164673209,106,388,51,463,282,412
1316124979,4200871899,0,499,62,436,499,374
995098652,303051689,145,355,29,477,210,448
1201829615,3249402226,139,399,130,418,260,288
1172791625,2920940597,32,473,100,312,441,212
1252900720,290051,93,406,0,499,313,499
1187682714,3055562755,64,435,0,499,371,499
871133993,115836125,125,374,203,296,249,93
1252141215,3847035743,0,499,0,499,499,499
1283995006,4063342375,23,482,48,472,459,424
1029780815,594964173,184,316,61,477,132,416
1130348062,2183070177,114,473,40,476,359,436
932104271,78149373,62,436,0,499,374,499
1294123392,4122442558,83,415,0,499,332,499
1224160462,3585581786,83,416,0,499,333,499
1167670254,2843192182,166,352,52,461,186,409
1229783478,510598219,72,404,133,365,332,232
1004009514,401114925,69,428,0,499,359,499
1254801706,3866306154,0,499,265,359,499,94
1227108572,3607230258,14,489,33,484,475,451
1296679167,4109807895,54,309,137,422,255,285
1174592258,2940640289,34,470,20,490,436,470
1162869815,2755020925,109,389,0,499,280,499
863615237,104537120,68,431,0,499,363,499
1263792992,3921312474,125,378,10,499,253,489
1280708027,4046495412,0,499,0,478,499,478
1275194079,4004099216,57,447,65,444,390,379
1311874472,4188880268,0,499,62,436,499,374
1157504502,2686414625,21,477,98,433,456,335
1170192201,2892564197,64,414,96,424,350,328
1239448752,303782845,48,430,149,343,382,194
1275652147,4006511635,0,499,0,499,499,499
1037229984,69912149,62,436,0,499,374,499
984249587,288837127,0,499,62,436,499,374
1122156560,2046404347,0,499,0,499,499,499
1042990749,846366969,24,481,110,394,457,284
1245782735,3794428326,97,97,235,268,500,33
1256356608,3873653035,0,499,0,499,499,499
1214456784,3461631851,174,305,20,469,131,449
979809809,282713469,100,399,100,399,299,299
1023454555,536648313,179,433,182,355,254,173
1321543154,4223024086,214,409,203,318,195,115
1240239432,3745173366,150,349,108,391,199,283
1141924324,2444260289,70,428,0,499,358,499
1027196503,570000134,102,397,50,449,295,399
1267060372,2018699195,100,399,30,468,299,438
862633645,102356877,69,449,130,381,380,251
1295176019,4122796825,3,495,7,377,492,370
1273510337,3992742579,0,499,0,499,499,499
1280532291,4044247818,116,379,17,488,263,471
1249535562,3819982810,164,346,138,367,182,229
1164498530,2786150049,40,461,106,393,421,287
1263099309,3563946858,100,399,37,461,299,424
981307595,284328798,72,427,0,499,355,499
1137190574,1960306292,119,337,105,449,218,344
1269039431,3953971133,34,325,40,375,291,335
1238136616,3726468705,0,499,0,499,499,499
1243524425,3774353811,121,259,204,291,138,87
1198622130,3218518448,168,325,91,428,157,337
1276044936,4010559367,0,499,62,436,499,374
1212557942,3429319051,179,329,116,212,150,96
1271995910,3986433140,60,406,74,439,346,365
1211887768,3384361578,0,499,83,415,499,332
1279172721,4037098515,47,457,48,458,410,410
883516116,128471811,77,421,27,472,344,445
1105789050,1856622202,61,440,43,451,379,408
1252627811,3850328599,0,499,154,436,499,282
1197150257,3205610183,0,486,13,443,486,430
1190248705,1891062035,0,499,62,436,499,374
975763734,274432105,84,415,0,499,331,499
1196277078,3184171725,0,499,63,435,499,372
1283555563,4061481215,0,499,0,499,499,499
1166689211,2823457886,109,390,109,390,281,281
1252627924,3850328767,0,499,62,436,499,374
1173362670,2927534614,99,454,10,492,355,482
1302249345,4153278725,0,499,0,499,499,499
1084068225,1492585480,173,465,87,393,292,306
1265215229,3929900548,18,483,128,366,465,238
1094846670,1629867633,144,351,161,366,207,205
1284757362,4065771607,53,450,30,469,397,439
1317741752,4213757304,113,338,57,461,225,404
1260621388,3894594118,116,388,58,439,272,381
908561215,152988688,190,309,170,329,119,159
1306878277,4167094726,106,388,51,463,282,412
1276359833,4012869320,0,499,0,499,499,499
905313743,149971783,0,499,62,436,499,374
1113061662,1926714947,26,481,51,447,455,396
1292875505,4114275765,0,499,0,499,499,499
1276315783,4012662528,0,499,0,499,499,499
1053575166,1035045016,79,420,0,499,341,499
1312222652,4193794543,72,418,62,424,346,362
1043841268,853456104,30,472,59,437,442,378
1037272383,726961742,25,473,0,499,448,499
1323318237,4231696759,60,499,0,499,439,499
1113115164,1832996485,122,359,44,461,237,417
1187129465,3044108058,13,466,24,479,453,455
1320904066,4221614778,55,443,122,402,388,280
941621815,207151468,153,352,175,327,199,152
910262676,154509783,95,404,88,405,309,317
1204236528,3287276245,94,409,43,474,315,431
941678793,207196224,172,323,145,351,151,206
1239446076,2887777110,40,459,131,361,419,230
1278120483,4029710920,0,499,0,499,499,499
1078971988,1413003876,0,499,209,499,499,290
1276530904,4014020418,209,277,20,485,68,465
1249535629,3819982837,169,325,145,335,156,190
930889776,184996632,141,358,100,399,217,299
1066606611,1169438389,133,365,6,434,232,428
1241431034,3756680151,196,299,176,326,103,150
933235409,190092700,73,426,0,499,353,499
1306795330,4167085685,106,388,51,463,282,412
1282821910,4057764458,53,421,133,413,368,280
886389043,49246913,92,407,0,499,315,499
1282348475,278403825,100,399,28,471,299,443
1163025009,2762497568,142,356,24,481,214,457
1221634726,3565347342,44,384,22,481,340,459
937176245,197229921,172,318,122,343,146,221
1287890339,4079552116,0,499,0,499,499,499
1282084028,4055252471,0,499,0,499,499,499
1049756257,954776247,84,415,0,499,331,499
910935792,155007007,0,499,69,429,499,360
1134148089,2274102897,0,499,109,389,499,280
1226405840,3591581833,0,499,142,436,499,294
1261419198,3898725495,27,478,137,380,451,243
1257575591,3881712453,45,450,93,404,405,311
1313678579,4199857267,99,421,145,362,322,217
857487040,91623355,87,412,0,499,325,499
1314361542,4200676765,1,498,1,497,497,496
1008138946,436065752,105,394,50,449,289,399
1202899369,3258820150,62,436,0,499,374,499
872683322,118042475,83,416,177,321,333,144
912897338,157017796,0,499,74,425,499,351
899898058,145599498,70,429,10,489,359,479
1236308672,3701735081,0,499,109,389,499,280
971431356,262168664,27,473,102,395,446,293
1058378,1289236,97,402,35,464,305,429
1088411817,1539031605,76,422,0,499,346,499
1303834726,4159427589,106,388,51,463,282,412
1273969059,3995260794,177,499,76,499,322,423
1312644406,4195556004,18,463,128,365,445,237
1274649821,983703101,97,401,0,499,304,499
1205742775,3310018697,136,361,76,439,225,363
983843964,288131391,77,421,0,499,344,499
1209410933,3377003204,90,398,229,268,308,39
957304983,113233390,126,373,17,499,247,482
1134679635,2289526097,0,499,8,499,499,491
1252900523,1647994,79,419,0,499,340,499
1318419739,60359721,3,443,55,430,440,375
1027281954,570648008,100,399,61,437,299,376
1173361135,2927458283,70,429,145,354,359,209
1042507183,841522889,71,428,0,499,357,499
1283024533,4057773031,0,499,1,499,499,498
1138823071,1785786180,17,486,55,453,469,398
1182180877,3005787033,14,499,79,419,485,340
1231488647,3650572992,62,436,0,499,374,499
874728719,77902307,71,427,15,499,356,484
1316161095,4200875612,17,476,45,460,459,415
1258299023,295093804,0,499,0,499,499,499
1273870842,3995345240,0,499,0,499,499,499
1187256684,3046568434,30,409,179,351,379,172
1135552602,2309574915,62,436,0,499,374,499
1314465284,4186281185,41,458,124,359,417,235
972591580,265916809,0,499,65,434,499,369
1275409149,4005903649,21,481,94,397,460,303
995582136,303772965,62,436,0,499,374,499
1251017591,3837275033,166,348,198,443,182,245
1257241997,3879893766,44,463,3,484,419,481
856790230,82404776,88,411,0,499,323,499
1267240256,3942383041,111,394,9,430,283,421
1301810987,4153240510,62,436,0,499,374,499
1181575842,3003639257,7,487,9,456,480,447
1027200216,570001341,108,391,50,449,283,399
1027097746,569799663,133,366,50,449,233,399
1310340654,4182236357,43,384,197,499,341,302
1121349429,2034793687,99,394,33,484,295,451
1276010290,4010222606,134,375,64,396,241,332
1246402807,3798829868,89,404,9,485,315,476
1270558642,3971735991,0,427,14,496,427,482
1037111775,720124739,122,361,32,487,239,455
1276023182,4010224199,0,499,131,424,499,293
934396753,192492759,85,413,0,499,328,499
1290492655,4093825981,0,499,62,436,499,374
979421282,281755881,83,415,0,499,332,499
1009147223,439831667,73,425,0,499,352,499
230676030,6608871,0,499,53,446,499,393
927602585,180669904,68,380,27,486,312,459
1270404348,3971706647,0,459,54,499,459,445
1273138160,3993155051,120,442,185,314,322,129
1117984326,1978501411,118,383,100,429,265,329
1027296503,315555429,110,388,50,449,278,399
1151697092,2587447669,62,436,0,499,374,499
1109607548,1743665816,203,327,130,357,124,227
1287037647,58582799,12,486,38,461,474,423
1237107752,1681883241,8,494,147,335,486,188
1112678767,1924580434,20,490,130,383,470,253
1177467897,2974270936,125,374,71,427,249,356
1190252023,2647272665,120,384,115,379,264,264
1244923290,3787550413,0,471,0,499,471,499
1174590143,2940639609,206,300,183,302,94,119
1212946469,3417665299,147,351,100,399,204,299
1061585118,511836449,60,469,26,307,409,281
869841893,113871481,138,360,95,404,222,309
1045724084,871089579,68,431,0,499,363,499
1261978596,3902216465,164,336,102,358,172,256
1248843762,3817900765,7,491,0,499,484,499
1283862762,4061620373,0,499,36,499,499,463
1111341745,1910864319,153,208,100,399,55,299
1047878537,933784190,97,407,71,342,310,271
1264105009,3923709317,180,319,151,347,139,196
1181357581,3002345605,60,433,137,385,373,248
980535830,283682780,83,418,80,415,335,335
1316116345,4200871129,4,476,19,445,472,426
1192013375,3120284861,130,370,73,412,240,339
1027180268,569813887,114,385,50,449,271,399
1013167901,216861581,146,348,114,389,202,275
1262295005,3906636367,26,466,21,465,440,444
1006707568,48762204,74,425,0,479,351,479
1252164134,3847766057,39,447,88,411,408,323
1008104345,435924608,142,356,95,403,214,308
1280690645,4046437485,0,499,0,499,499,499
1296373544,4130468887,65,325,17,499,260,482
1312260006,4193922485,20,476,53,451,456,398
1275626663,4007155605,0,499,0,499,499,499
1275662606,4006518076,0,499,0,499,499,499
1309815591,4182065011,40,467,132,358,427,226
1068094471,1189061898,0,499,0,499,499,499
1247602536,3811529032,0,499,0,499,499,499
1201833762,3249406790,87,379,133,332,292,199
1188610951,3069666366,0,499,0,499,499,499
1168537264,2849954971,0,499,83,415,499,332
1020515017,524399651,73,426,142,354,353,212
1209717313,3382587135,39,472,100,433,433,333
859774458,95665770,72,426,14,499,354,485
1211983074,3414348145,13,480,52,471,467,419
1261362880,3898715423,0,499,0,499,499,499
1008033002,435858415,131,367,99,399,236,300
1305948288,3621548317,58,441,0,499,383,499
1201368985,3246160263,23,475,0,499,452,499
1243928821,3775263795,203,290,160,359,87,199
1288984342,4069194977,71,427,21,478,356,457
1131291687,2195409861,58,443,25,470,385,445
990671657,297677208,138,360,95,404,222,309
1149093301,1540685675,115,355,117,360,240,243
1094729856,1627216662,0,499,82,417,499,335
1237262337,3716299585,65,462,163,373,397,210
1254191962,3860640509,37,469,146,367,432,221
1295960107,4128274513,43,442,54,472,399,418
1176702886,2961121508,150,427,119,333,277,214
1323291255,4231800388,58,437,73,442,379,369
874729278,63509149,46,442,19,485,396,466
1245645345,3793573832,19,480,47,317,461,270
1047935957,934195870,198,300,182,320,102,138
1314016978,4201306646,59,434,22,492,375,470
1174586881,2940638795,0,499,0,499,499,499
1074735533,1338066210,138,354,38,447,216,409
1011779957,452849727,80,415,8,490,335,482
1269836677,3962805285,25,459,14,476,434,462
1252357187,3848478235,228,273,23,471,45,448
981387420,284229464,77,421,0,499,344,499
1244435052,3783784116,136,363,225,284,227,59
1082393905,176971404,68,431,0,499,363,499
1166755995,2824252365,4,491,89,412,487,323
1273873491,3989076802,62,436,0,499,374,499
1257242823,3879898442,0,499,26,480,499,454
1029511507,591829982,2,487,86,491,485,405
1155164796,2649579182,157,344,194,271,187,77
1159232432,2709759796,0,499,83,415,499,332
1128000233,2132314422,0,499,63,436,499,373
1151565507,2586009675,137,361,100,399,224,299
1305527593,4165986013,35,464,164,368,429,204
1131105162,2193296333,11,488,0,499,477,499
1100061524,1711728862,180,319,153,346,139,193
1121420084,2035478905,28,444,111,413,416,302
1156925050,2678776405,71,432,73,430,361,357
1231005065,3584256313,0,499,62,436,499,374
1191828968,3111642103,62,436,0,499,374,499
1172791566,2920940577,65,437,11,458,372,447
1012375187,460077264,114,394,90,372,280,282
1282574376,4057551129,195,307,207,287,112,80
1299051706,4139720645,5,493,116,414,488,298
1317401754,4212780747,126,379,111,413,253,302
1276306685,4012720847,0,499,0,499,499,499
1079913331,70542521,96,375,12,486,279,474
1279487498,4039964151,85,414,30,469,329,439
1268743607,3913593213,219,255,16,476,36,460
1029511457,532978668,18,435,119,402,417,283
987656047,294487774,139,384,60,475,245,415
1265307070,3930245464,32,499,0,403,467,403
1251592673,3844081420,102,359,146,375,257,229
1204825970,3298145342,140,350,43,415,210,372
1190258126,1898638518,42,464,162,323,422,161
1160747315,2725730950,156,326,216,290,170,74
1100064668,1711734962,110,389,51,448,279,397
1143480360,2466170316,11,486,114,379,475,265
1244326120,3782771546,0,499,126,436,499,310
1188953927,3075343859,129,373,114,367,244,253
1306812524,4168956062,43,413,56,432,370,376
933250107,190103590,0,487,28,471,487,443
1236845685,3707735122,106,383,76,445,277,369
909845572,154160416,62,436,0,499,374,499
1282541280,4057544066,0,499,0,499,499,499
1244326091,3782771532,0,499,126,436,499,310
1304158739,4160984596,106,388,51,463,282,412
1030320963,596723974,0,499,62,436,499,374
1066930267,1173353201,4,497,86,415,493,329
1310411267,598021568,85,414,6,489,329,483
1257152083,3879365457,168,331,74,442,163,368
1240232003,3745064029,157,330,42,470,173,428
1244541257,3785187893,0,499,121,436,499,315
1007803865,435260396,150,349,112,387,199,275
1249534620,3819979544,37,473,38,484,436,446
1244434598,3783804171,109,389,0,499,280,499
1235827259,3700330506,0,499,62,436,499,374
1033841766,664844964,184,315,181,319,131,138
1015158151,478349739,53,446,31,477,393,446
1295960181,4128274532,222,277,141,357,55,216
1152329053,2454951185,51,440,74,460,389,386
1269455566,3958959501,62,436,110,366,374,256
1068801691,1200896609,21,478,115,383,457,268
1102754547,1806476159,0,499,62,436,499,374
1254495319,3861780192,0,499,0,499,499,499
1079773716,278582073,149,349,100,399,200,299
1036612492,713145477,109,389,0,499,280,499
946881096,208929813,0,499,89,409,499,320
1095514860,1632923409,147,476,162,353,329,191
872447988,117427514,118,381,64,433,263,369
1176761985,1856333929,62,436,0,499,374,499
1225886833,532978708,144,357,145,358,213,213
1262354324,2807581249,23,473,65,397,450,332
938351892,200221571,0,499,83,415,499,332
1110490743,1902781074,119,380,124,424,261,300
1314422978,4202302551,22,354,33,339,332,306
1075711437,1351973155,13,484,5,461,471,456
1228491987,3617400742,109,389,0,499,280,499
1265374063,3930103326,26,466,169,384,440,215
1282976580,4057855415,73,380,40,456,307,416
1317070471,4211500100,54,483,42,476,429,434
1302929290,4154933435,142,348,23,467,206,444
1176504856,2958500808,0,499,74,424,499,350
1131804310,2168076458,56,391,71,415,335,344
1158029089,2678248437,25,363,114,396,338,282
1152207635,2590169292,71,428,0,499,357,499
971990975,263926241,97,402,0,499,305,499
1116546453,1961959864,54,445,0,499,391,499
941678740,207196195,95,403,201,296,308,95
1298365072,4139328595,161,343,196,375,182,179
1232853479,3451938085,26,459,188,310,433,122
1248643516,3816940459,12,485,148,353,473,205
1099366247,1702559554,171,348,10,492,177,482
988602280,295521984,0,499,62,436,499,374
1262252167,3906228084,0,499,0,499,499,499
1323698574,4234931923,261,285,251,261,24,10
1176503990,2958500045,33,473,104,391,440,287
1273239117,3992540731,0,499,0,499,499,499
1047562356,918737006,129,372,20,487,243,467
940534409,138767698,198,302,175,323,104,148
1325886881,4243135818,52,446,0,499,394,499
1025845584,555549055,94,405,0,499,311,499
1158120613,2695197167,338,357,331,359,19,28
1187828395,3057196839,110,389,54,445,279,391
1031494658,609913349,68,423,0,499,355,499
1190257889,1876686909,72,419,88,387,347,299
1204210470,3287150697,72,417,30,479,345,449
1005833596,418191777,13,465,90,421,452,331
982532934,256818125,50,449,17,482,399,465
1112257023,1920178451,68,432,112,395,364,283
1120622012,2015849343,103,388,3,495,285,492
1009327494,440708539,160,339,132,367,179,235
947895852,210288815,77,422,0,499,345,499
1197839838,3209918292,23,465,170,326,442,156
1237107398,416891145,79,422,208,331,343,123
1313780035,4184071349,40,460,114,375,420,261
1270467069,3971912064,32,499,3,479,467,476
937995135,199343893,0,499,74,424,499,350
1020461261,524019302,12,484,101,398,472,297
1301915565,4153230622,50,447,162,385,397,223
1098619970,1690603083,9,486,173,400,477,227
1312713637,4195799490,0,499,0,499,499,499
1112932023,1925949278,150,349,100,399,199,299
1311478064,4187456423,149,367,18,467,218,449
1218905917,3511529034,0,499,62,436,499,374
1316221794,4208962414,0,499,0,499,499,499
1241422606,3756671353,202,297,188,313,95,125
962463660,240850954,0,499,63,436,499,373
1143996229,1491955439,23,457,146,375,434,229
1145263177,2490617440,0,499,62,436,499,374
1008045128,435911610,100,399,40,459,299,419
1220979299,3552753946,0,499,109,389,499,280
1270212273,3969772761,104,350,162,358,246,196
1069027430,1216594974,62,436,0,499,374,499
1301833976,4153588196,125,368,78,417,243,339
1277771938,4026075625,154,317,41,244,163,203
977167239,277414809,2,495,51,448,493,397
1275498330,4006686678,0,499,0,499,499,499
1281154935,4050261263,0,499,52,499,499,447
1281984333,4050747356,94,438,106,362,344,256
1251224597,3838152541,5,494,140,350,489,210
431066998,49837363,82,417,0,499,335,499
1309994629,4181947485,7,495,28,456,488,428
1310759390,4182106775,112,386,179,321,274,142
1240842606,3749894955,12,489,17,496,477,479
1313631088,4197538315,29,85,142,359,56,217
1155973038,2662726159,79,421,83,424,342,341
1282774360,4057520057,0,499,0,499,499,499
1274227565,3998531348,110,389,54,445,279,391
1025401710,551557813,0,499,62,436,499,374
1220373877,3541391020,127,387,23,435,260,412
1320678417,4224639262,141,340,95,465,199,370
1215059978,3466194983,0,499,0,499,499,499
1022040384,528504358,121,380,13,490,259,477
